Date,Open,High,Low,Close,Adj Close,Volume
2010-02-11,2483.638916,2508.262939,2468.854004,2507.750977,2507.653564,40917000
2010-02-12,2508.154053,2536.565918,2501.985107,2534.136963,2534.038330,35308600
2010-02-15,2533.733887,2533.733887,2510.958984,2517.456055,2517.358154,16743700
2010-02-16,2517.657959,2558.655029,2516.337891,2558.504883,2558.405273,22302000
2010-02-17,2558.605957,2581.600098,2558.605957,2581.340088,2581.239746,35680400
2010-02-18,2581.440918,2581.440918,2550.529053,2560.033936,2559.934326,26304700
2010-02-19,2559.933105,2559.933105,2527.745117,2554.375977,2554.276367,21925400
2010-02-22,2554.779053,2574.968994,2553.813965,2564.262939,2564.163330,19028500
2010-02-23,2564.162109,2583.695068,2538.034912,2583.650879,2583.550049,32655900
2010-02-24,2582.423096,2582.423096,2555.469971,2579.416016,2579.315674,40083200
2010-02-25,2579.314941,2583.158936,2536.092041,2549.032959,2548.933838,23650800
2010-03-01,2548.831055,2565.437012,2545.893066,2554.674072,2554.574463,18985100
2010-03-02,2554.472900,2577.090088,2554.472900,2576.591064,2576.490723,25350600
2010-03-03,2577.000977,2585.832031,2552.854004,2567.089111,2566.989258,34245400
2010-03-04,2566.988037,2579.532959,2557.370117,2565.645020,2565.545166,24987400
2010-03-05,2566.053955,2583.087891,2566.053955,2578.771973,2578.671631,25418300
2010-03-08,2578.974121,2627.695068,2578.974121,2626.450928,2626.348633,29813600
2010-03-09,2626.250000,2657.382080,2624.114990,2657.166992,2657.063477,30408700
2010-03-10,2656.862061,2676.273926,2652.849121,2670.218994,2670.114990,30181300
2010-03-11,2670.118896,2687.117920,2661.928955,2676.521973,2676.417969,40847100
2010-03-12,2676.113037,2686.237061,2661.056885,2666.510986,2666.407227,52724000
2010-03-15,2666.409912,2683.107910,2658.554932,2669.607910,2669.504150,29518100
2010-03-17,2669.406982,2756.261963,2669.406982,2756.261963,2756.154785,65719300
2010-03-18,2756.462891,2779.355957,2718.305908,2737.241943,2737.135254,60311400
2010-03-19,2738.802979,2758.125977,2725.648926,2742.974121,2742.867188,38764300
2010-03-22,2742.672119,2742.672119,2698.262939,2702.400879,2702.295654,34251000
2010-03-23,2702.602051,2746.135010,2702.602051,2720.862061,2720.756104,27466700
2010-03-24,2721.164063,2774.850098,2721.164063,2774.850098,2774.741943,33240000
2010-03-25,2773.297119,2814.861084,2760.200928,2799.148926,2799.040039,42022300
2010-03-26,2799.250000,2813.082031,2792.361084,2813.082031,2812.972656,40138200
2010-03-29,2813.490967,2813.795898,2780.429932,2794.770996,2794.662109,46152900
2010-03-30,2795.179932,2818.940918,2787.504883,2798.268066,2798.159180,41374000
2010-03-31,2798.677002,2809.472900,2758.261963,2777.301025,2777.192871,41736300
2010-04-01,2777.704102,2834.240967,2777.704102,2829.996094,2829.885986,42051100
2010-04-05,2831.031006,2890.176025,2831.031006,2887.246094,2887.133789,44192300
2010-04-06,2888.805908,2911.462891,2871.747070,2880.968994,2880.856934,84458100
2010-04-07,2881.371094,2916.108887,2881.371094,2898.582031,2898.469238,65778000
2010-04-08,2898.179932,2898.179932,2837.399902,2850.833984,2850.722900,51323800
2010-04-09,2850.633057,2870.968994,2833.243896,2845.010986,2844.900391,42393300
2010-04-12,2845.614014,2882.714111,2845.614014,2881.333008,2881.220947,50485000
2010-04-13,2881.028076,2884.946045,2856.249023,2884.699951,2884.587646,49876500
2010-04-14,2884.900879,2897.329102,2875.252930,2885.014893,2884.902588,50442600
2010-04-15,2885.115967,2913.718018,2885.115967,2900.530029,2900.417236,57186200
2010-04-16,2900.833984,2903.278076,2860.927002,2878.670898,2878.558838,36312000
2010-04-19,2877.968018,2877.968018,2811.788086,2840.425049,2840.314697,37623100
2010-04-20,2840.625977,2892.620117,2840.625977,2891.270020,2891.157471,40735900
2010-04-21,2891.470947,2916.552002,2891.470947,2912.825928,2912.712646,65446100
2010-04-22,2912.726074,2927.394043,2883.013916,2926.531982,2926.417969,50073500
2010-04-23,2926.129883,2926.388916,2907.030029,2924.730957,2924.616943,38537700
2010-04-26,2924.931885,2954.829102,2924.931885,2944.708984,2944.594482,40750000
2010-04-27,2943.677002,2944.439941,2930.418945,2939.299072,2939.184814,42008700
2010-04-28,2938.998047,2938.998047,2875.667969,2903.319092,2903.206055,51624300
2010-04-29,2903.520020,2927.964111,2903.520020,2926.860107,2926.746094,61415100
2010-04-30,2927.260986,2972.916992,2927.260986,2971.251953,2971.136475,52354600
2010-05-03,2971.747070,2982.357910,2950.431885,2960.895020,2960.779785,40869300
2010-05-04,2961.291016,2996.418945,2946.418945,2959.014893,2958.899902,39115500
2010-05-05,2958.520020,2958.520020,2834.962891,2846.239014,2846.128174,64284400
2010-05-06,2846.041016,2846.041016,2748.678955,2810.615967,2810.506592,49674100
2010-05-07,2808.735107,2808.735107,2705.205078,2739.333008,2739.226318,35710700
2010-05-10,2739.927002,2860.050049,2739.927002,2850.427002,2850.315918,57259100
2010-05-11,2850.822998,2865.478027,2808.568115,2812.891113,2812.781738,50915600
2010-05-12,2812.989990,2849.075928,2812.989990,2847.622070,2847.510986,27651200
2010-05-14,2847.126953,2869.486084,2843.847900,2858.385010,2858.273926,27961400
2010-05-17,2857.989014,2857.989014,2780.394043,2819.469971,2819.360107,26022700
2010-05-18,2820.476074,2837.564941,2818.835938,2834.186035,2834.075684,31953300
2010-05-19,2833.690918,2833.690918,2721.725098,2729.483887,2729.377686,47880900
2010-05-20,2730.288086,2763.881104,2660.118896,2694.249023,2694.144287,49228600
2010-05-21,2692.665039,2692.665039,2584.968994,2623.220947,2623.118896,41668500
2010-05-24,2623.716064,2672.862061,2600.852051,2609.610107,2609.508545,54224200
2010-05-25,2609.016113,2609.016113,2502.053955,2514.118896,2514.020996,71613600
2010-05-26,2514.910889,2701.991943,2514.910889,2696.780029,2696.675049,96599900
2010-05-27,2696.284912,2732.062012,2618.282959,2713.923096,2713.817383,100495800
2010-05-31,2714.319092,2799.452881,2714.319092,2796.957031,2796.848145,56586900
2010-06-01,2796.659912,2796.659912,2724.111084,2724.614990,2724.509033,55000000
2010-06-02,2725.010986,2771.281006,2721.194092,2733.677979,2733.571777,59242600
2010-06-03,2734.173096,2811.832031,2734.173096,2810.977051,2810.867676,63368500
2010-06-04,2810.877930,2823.864014,2791.455078,2823.250977,2823.141113,49708300
2010-06-07,2820.875000,2820.875000,2698.281006,2750.232910,2750.125977,39668300
2010-06-08,2750.353027,2781.351074,2750.353027,2779.982910,2779.874756,43080100
2010-06-09,2779.784912,2794.179932,2765.347900,2785.792969,2785.684814,40994900
2010-06-10,2786.188965,2792.523926,2758.163086,2770.787109,2770.679443,34594200
2010-06-11,2771.479980,2817.406982,2771.479980,2801.898926,2801.789795,30751100
2010-06-14,2802.096924,2826.957031,2802.096924,2826.836914,2826.727051,24995300
2010-06-15,2827.034912,2850.031982,2824.383057,2830.173096,2830.062988,37229900
2010-06-16,2830.667969,2877.854004,2830.667969,2858.658936,2858.547852,37776100
2010-06-17,2856.368896,2897.607910,2856.368896,2891.097900,2890.985352,49582800
2010-06-18,2891.295898,2932.063965,2891.295898,2929.589111,2929.475098,63241400
2010-06-21,2929.985107,2981.278076,2926.077881,2941.903076,2941.788574,54836200
2010-06-22,2940.896973,2956.810059,2921.300049,2934.589111,2934.474854,34480600
2010-06-23,2933.895996,2933.895996,2899.266113,2924.790039,2924.676025,45910300
2010-06-24,2924.888916,2946.543945,2908.347900,2914.094971,2913.981689,40566000
2010-06-25,2913.798096,2949.416016,2904.392090,2947.022949,2946.908203,25184500
2010-06-28,2947.219971,2975.895996,2945.222900,2955.731934,2955.616943,29699400
2010-06-29,2955.831055,2960.811035,2872.416992,2893.371094,2893.258545,27437700
2010-06-30,2892.580078,2918.062988,2844.447998,2913.684082,2913.570801,24859700
2010-07-01,2912.881104,2912.881104,2860.912109,2874.248047,2874.136230,38617700
2010-07-02,2874.841064,2891.185059,2861.225098,2871.553955,2871.442139,24510400
2010-07-05,2871.948975,2885.354980,2869.074951,2877.303955,2877.191895,22568500
2010-07-06,2877.403076,2912.083008,2864.746094,2910.647949,2910.534668,24580200
2010-07-07,2910.528076,2913.843994,2890.285889,2902.043945,2901.931152,20540500
2010-07-08,2902.634033,2936.259033,2902.634033,2915.907959,2915.794678,41989100
2010-07-09,2916.201904,2943.959961,2909.666016,2943.895996,2943.781494,42852300
2010-07-12,2942.126953,2972.562012,2940.604004,2958.791016,2958.676025,34634600
2010-07-13,2957.792969,2978.506104,2946.407959,2961.511963,2961.396729,27671900
2010-07-14,2961.708984,2994.586914,2961.708984,2981.059082,2980.942871,39458200
2010-07-15,2980.061035,2987.041992,2956.888916,2980.596924,2980.480713,45256300
2010-07-16,2980.478027,2992.449951,2972.266113,2992.449951,2992.333496,43437600
2010-07-19,2992.155029,2992.155029,2948.029053,2975.572021,2975.456299,29147800
2010-07-20,2975.866943,2995.440918,2970.798096,2995.440918,2995.324463,42827800
2010-07-21,2995.736084,3014.480957,2994.211914,3013.400879,3013.283691,50624800
2010-07-22,3013.696045,3019.011963,2997.304932,3009.923096,3009.805908,42180100
2010-07-23,3010.314941,3051.364990,3010.314941,3042.020020,3041.901611,51153000
2010-07-26,3042.117920,3062.952881,3014.551025,3023.698975,3023.581299,41815100
2010-07-27,3023.992920,3061.626953,3023.992920,3041.677979,3041.559570,38118200
2010-07-28,3041.579102,3064.789063,3041.579102,3057.475098,3057.355957,39927800
2010-07-29,3057.967041,3097.193115,3056.670898,3096.815918,3096.695313,45659200
2010-07-30,3096.718018,3104.079102,3054.096924,3069.280029,3069.160645,33560600
2010-08-02,3070.278076,3083.860107,3048.585938,3058.979004,3058.859863,29613000
2010-08-03,3059.372070,3084.167969,2965.558105,2973.656006,2973.540283,43158300
2010-08-04,2973.853027,3001.120117,2959.753906,2983.247070,2983.130859,30313800
2010-08-05,2983.836914,3046.874023,2983.836914,3044.940918,3044.822510,35892100
2010-08-06,3045.431885,3062.683105,3031.426025,3060.593018,3060.473877,27844700
2010-08-09,3057.548096,3082.784912,3056.174072,3082.597900,3082.477783,24487600
2010-08-10,3082.990967,3083.288086,3047.218994,3057.160889,3057.041748,23919300
2010-08-11,3054.635986,3061.877930,3022.496094,3035.318115,3035.199951,28779900
2010-08-12,3034.238037,3034.238037,2993.769043,3025.644043,3025.526367,25851700
2010-08-13,3025.742920,3053.565918,3025.742920,3053.010010,3052.891113,22483700
2010-08-16,3052.910889,3059.040039,3032.425049,3052.599121,3052.480225,26005500
2010-08-18,3053.355957,3072.827881,3045.221924,3072.086914,3071.967285,35134300
2010-08-19,3072.477051,3118.373047,3072.477051,3105.350098,3105.229248,57274200
2010-08-20,3103.365967,3118.652100,3084.986084,3117.719971,3117.598633,44632400
2010-08-23,3117.427002,3129.656982,3107.763916,3128.733887,3128.612061,55150900
2010-08-24,3128.437988,3145.114990,3099.915039,3114.938965,3114.817627,49021600
2010-08-25,3114.743896,3140.158936,3102.514893,3138.909912,3138.787598,65868600
2010-08-26,3138.519043,3150.158936,3128.870117,3145.135010,3145.012695,69423400
2010-08-27,3145.037109,3145.037109,3089.689941,3104.732910,3104.612305,48185900
2010-08-30,3105.220947,3138.488037,3089.641113,3099.564941,3099.444336,38236500
2010-08-31,3098.770996,3099.750977,3058.051025,3081.884033,3081.763916,35991000
2010-09-01,3081.487061,3135.540039,3081.487061,3135.315918,3135.193848,38262900
2010-09-02,3135.707031,3159.724121,3105.808105,3122.148926,3122.027588,40055000
2010-09-03,3122.246094,3164.362061,3122.246094,3164.277100,3164.154053,36230200
2010-09-06,3164.472900,3217.366943,3164.472900,3217.147949,3217.022705,28435500
2010-09-07,3217.539063,3239.454102,3214.195068,3230.887939,3230.762207,36835100
2010-09-15,3232.079102,3360.053955,3232.079102,3357.031982,3356.901367,46833300
2010-09-16,3357.129883,3358.121094,3317.794922,3341.632080,3341.502197,50943400
2010-09-17,3341.436035,3390.555908,3341.436035,3384.653076,3384.521484,92721600
2010-09-20,3384.555908,3392.059082,3344.900879,3370.981934,3370.850830,102815200
2010-09-21,3371.470947,3405.849121,3342.204102,3365.037109,3364.906250,100983500
2010-09-22,3365.134033,3380.204102,3332.269043,3343.343018,3343.212646,112246400
2010-09-23,3343.832031,3351.387939,3313.312012,3337.197021,3337.067139,75105000
2010-09-24,3338.710938,3400.562988,3331.858887,3397.625977,3397.493652,49811300
2010-09-27,3397.821045,3472.029053,3397.821045,3468.035889,3467.900879,60521200
2010-09-28,3468.231934,3524.315918,3455.500977,3472.707031,3472.572021,61810900
2010-09-29,3473.292969,3513.355957,3473.292969,3495.464111,3495.328125,61190500
2010-09-30,3495.760010,3514.769043,3487.712891,3501.295898,3501.159912,55774300
2010-10-01,3501.198975,3550.034912,3501.198975,3547.114990,3546.977051,50247800
2010-10-04,3547.310059,3594.366943,3547.310059,3569.498047,3569.359131,56368500
2010-10-05,3569.594971,3592.091064,3553.086914,3591.695068,3591.555176,68355200
2010-10-06,3592.083984,3630.385986,3582.251953,3603.404053,3603.263916,81232300
2010-10-07,3603.500000,3605.534912,3540.612061,3586.186035,3586.046387,64812100
2010-10-08,3585.895020,3585.895020,3532.013916,3546.954102,3546.816162,54248000
2010-10-11,3547.721924,3575.239014,3536.513916,3548.746094,3548.607910,54496100
2010-10-12,3548.938965,3565.407959,3535.783936,3547.248047,3547.110107,64487400
2010-10-13,3549.469971,3611.979004,3547.980957,3611.979004,3611.838379,85224100
2010-10-14,3612.170898,3645.610107,3603.000977,3618.478027,3618.337158,66365500
2010-10-15,3619.466064,3619.466064,3584.787109,3597.031006,3596.891113,50094300
2010-10-18,3596.839111,3596.839111,3557.274902,3566.917969,3566.779053,49795600
2010-10-19,3567.412109,3599.820068,3567.412109,3592.788086,3592.648193,64020700
2010-10-20,3592.500000,3592.500000,3537.089111,3578.954102,3578.814941,82157600
2010-10-21,3579.145996,3610.559082,3579.145996,3588.010010,3587.870361,68012400
2010-10-22,3588.750977,3605.214111,3582.811035,3597.745117,3597.605225,51559900
2010-10-25,3598.206055,3644.719971,3598.206055,3643.490967,3643.349121,51321400
2010-10-26,3643.107910,3661.196045,3638.063965,3654.102051,3653.959961,53657000
2010-10-27,3652.186035,3667.013916,3602.122070,3624.467041,3624.325928,51160600
2010-10-28,3623.892090,3643.523926,3614.634033,3638.825928,3638.684082,43195900
2010-10-29,3639.208984,3647.564941,3615.224121,3635.323975,3635.182373,34923600
2010-11-01,3635.516113,3663.785889,3621.563965,3645.146973,3645.005127,38168300
2010-11-02,3644.175049,3648.261963,3616.368896,3625.488037,3625.346924,49374100
2010-11-03,3625.679932,3641.732910,3590.374023,3605.673096,3605.532959,47337100
2010-11-04,3605.864990,3633.691895,3604.719971,3629.045898,3628.904785,41669600
2010-11-05,3629.716064,3665.849121,3629.716064,3655.304932,3655.162598,49451700
2010-11-08,3655.400879,3700.538086,3654.480957,3699.262939,3699.118896,41320300
2010-11-09,3699.154053,3742.771973,3689.747070,3737.483887,3737.338623,59587600
2010-11-10,3738.055908,3759.477051,3731.191895,3756.967041,3756.820801,71330800
2010-11-11,3757.346924,3777.917969,3721.893066,3744.617920,3744.472168,78274500
2010-11-12,3744.522949,3744.534912,3633.417969,3665.845947,3665.703125,58737900
2010-11-15,3665.085938,3674.568115,3633.148926,3656.461914,3656.319580,57098700
2010-11-16,3656.937012,3682.795898,3637.904053,3674.027100,3673.884033,67855800
2010-11-18,3673.551025,3682.365967,3641.166016,3677.904053,3677.760986,137832000
2010-11-19,3678.474121,3725.048096,3678.474121,3725.048096,3724.903076,83904100
2010-11-22,3725.333008,3742.944092,3707.895020,3741.229004,3741.083252,54562700
2010-11-23,3741.039063,3741.039063,3658.576904,3678.194092,3678.051025,67385300
2010-11-24,3677.624023,3684.154053,3619.881104,3658.777100,3658.634766,54330600
2010-11-25,3659.156982,3710.943115,3659.156982,3702.012939,3701.868896,85829100
2010-11-26,3701.918945,3710.459961,3632.094971,3642.500000,3642.358154,90591300
2010-11-29,3642.876953,3642.876953,3573.220947,3630.635986,3630.494873,50401500
2010-11-30,3631.540039,3633.989990,3529.854004,3531.210938,3531.073486,79712800
2010-12-01,3530.926025,3619.093994,3530.926025,3619.093994,3618.953125,66508300
2010-12-02,3619.847900,3706.397949,3619.847900,3694.580078,3694.436035,65178300
2010-12-03,3694.674072,3728.093018,3679.834961,3696.260010,3696.115967,39808400
2010-12-06,3696.729004,3728.967041,3696.729004,3722.346924,3722.202148,39784700
2010-12-08,3722.908936,3771.787109,3722.908936,3769.992920,3769.845947,43078500
2010-12-09,3771.487061,3788.564941,3764.288086,3786.096924,3785.949463,47791600
2010-12-10,3784.656982,3784.656982,3728.983887,3747.714111,3747.568359,49468500
2010-12-13,3747.806885,3751.933105,3681.323975,3692.231934,3692.088135,37966100
2010-12-14,3692.418945,3712.334961,3676.727051,3689.666016,3689.522461,35754300
2010-12-15,3691.114014,3691.114014,3613.673096,3658.313965,3658.171631,41483000
2010-12-16,3657.474121,3657.474121,3554.847900,3571.738037,3571.599121,40147400
2010-12-17,3571.458008,3601.849121,3536.662109,3581.564941,3581.425293,31291800
2010-12-20,3589.149902,3591.290039,3537.667969,3568.810059,3568.671143,35779900
2010-12-21,3569.462891,3642.095947,3569.462891,3637.446045,3637.304199,25533800
2010-12-22,3637.686035,3649.980957,3610.565918,3620.684082,3620.542969,22447400
2010-12-23,3621.632080,3626.118896,3587.992920,3611.531006,3611.390381,19787100
2010-12-27,3611.998047,3626.247070,3601.477051,3625.266113,3625.125000,18671400
2010-12-28,3625.731934,3672.177979,3623.831055,3659.992920,3659.850342,20076600
2010-12-29,3660.085938,3704.004883,3660.085938,3699.217041,3699.072998,18902500
2010-12-30,3698.937988,3718.982910,3689.032959,3703.511963,3703.367920,20503500
2011-01-03,3704.440918,3738.589111,3704.440918,3727.517090,3727.372070,35205800
2011-01-04,3727.795898,3763.383057,3724.471924,3760.061035,3759.914795,53135600
2011-01-05,3759.968994,3786.054932,3728.910889,3783.708984,3783.561768,33610700
2011-01-06,3782.992920,3789.472900,3720.572998,3736.257080,3736.111816,28831900
2011-01-07,3734.372070,3734.372070,3607.325928,3631.452881,3631.311768,36417500
2011-01-10,3631.267090,3631.267090,3449.580078,3478.549072,3478.413574,45480800
2011-01-11,3478.079102,3550.361084,3434.270020,3455.126953,3454.992432,38441100
2011-01-12,3455.408936,3555.385986,3455.408936,3554.766113,3554.627686,50358200
2011-01-13,3555.330078,3630.684082,3549.008057,3564.937012,3564.798096,43284500
2011-01-14,3564.652100,3569.644043,3518.563965,3569.144043,3569.005127,25314200
2011-01-17,3568.768066,3569.971924,3506.874023,3535.730957,3535.593262,20206900
2011-01-18,3536.200928,3548.693115,3507.968994,3548.648926,3548.510742,27627900
2011-01-19,3548.648926,3558.666992,3511.638916,3534.283936,3534.146240,25022400
2011-01-20,3534.001953,3534.001953,3441.629883,3454.117920,3453.983398,30135000
2011-01-21,3453.271973,3453.271973,3309.615967,3379.542969,3379.411377,33749900
2011-01-24,3380.497070,3396.845947,3321.677002,3346.061035,3345.930664,22641900
2011-01-25,3347.016113,3445.979004,3347.016113,3433.906006,3433.772217,27707000
2011-01-26,3434.146973,3501.717041,3414.687012,3501.717041,3501.580811,31347100
2011-01-27,3500.750000,3549.483887,3495.949951,3514.624023,3514.487305,32035800
2011-01-28,3514.154053,3514.154053,3462.366943,3487.610107,3487.474365,20956700
2011-01-31,3487.139893,3487.139893,3383.157959,3409.166992,3409.034424,26295400
2011-02-01,3411.075928,3452.020020,3411.075928,3442.500977,3442.367188,26648100
2011-02-02,3443.158936,3490.253906,3443.158936,3480.825928,3480.690430,22661100
2011-02-04,3480.919922,3500.544922,3462.941895,3496.168945,3496.032959,18968300
2011-02-07,3497.107910,3521.633057,3476.352051,3487.707031,3487.571289,17428200
2011-02-08,3487.990967,3500.458984,3450.049072,3459.933105,3459.798340,22593200
2011-02-09,3458.249023,3458.249023,3384.879883,3417.470947,3417.337891,24111400
2011-02-10,3417.190918,3417.190918,3336.829102,3373.644043,3373.512451,22218100
2011-02-11,3372.698975,3393.519043,3338.531006,3391.766113,3391.634033,24392800
2011-02-14,3392.603027,3430.040039,3392.603027,3416.767090,3416.634033,19918500
2011-02-16,3416.581055,3417.354004,3387.252930,3416.784912,3416.651855,17924000
2011-02-17,3416.970947,3440.727051,3414.657959,3434.379883,3434.246094,23202500
2011-02-18,3435.311035,3507.952881,3435.311035,3501.497070,3501.360840,35302700
2011-02-21,3500.951904,3520.641113,3488.614014,3497.643066,3497.507080,25743300
2011-02-22,3497.364014,3497.364014,3437.293945,3451.100098,3450.965576,21495700
2011-02-23,3451.471924,3486.895996,3435.187988,3474.123047,3473.988037,25428500
2011-02-24,3473.842041,3473.842041,3422.583984,3439.132080,3438.998291,39513100
2011-02-25,3439.689941,3454.875000,3429.021973,3443.530029,3443.396240,28782400
2011-02-28,3443.623047,3471.433105,3436.099121,3470.347900,3470.212891,23695200
2011-03-01,3470.626953,3513.468994,3470.626953,3512.616943,3512.480225,29649700
2011-03-02,3512.152100,3512.152100,3469.574951,3486.197021,3486.061279,27628100
2011-03-03,3484.521973,3512.894043,3483.802979,3494.539063,3494.403076,28990600
2011-03-04,3495.096924,3543.548096,3495.096924,3542.903076,3542.765137,28558600
2011-03-07,3541.958008,3563.052979,3526.029053,3561.717041,3561.578369,20280700
2011-03-08,3561.436035,3580.313965,3551.719971,3580.313965,3580.174561,28541700
2011-03-09,3579.849121,3609.210938,3577.367920,3598.675049,3598.534912,30038600
2011-03-10,3598.489014,3598.489014,3564.772949,3587.647949,3587.508301,26329800
2011-03-11,3587.275879,3587.275879,3513.094971,3542.228027,3542.090088,31212500
2011-03-14,3542.135010,3583.502930,3524.788086,3569.839111,3569.700195,33258300
2011-03-15,3569.281982,3569.281982,3476.693115,3524.482910,3524.345703,35965600
2011-03-16,3524.667969,3535.230957,3493.610107,3531.477051,3531.339600,27963500
2011-03-17,3531.291016,3531.291016,3465.604980,3484.209961,3484.074463,22173100
2011-03-18,3484.768066,3511.672119,3476.645020,3494.070068,3493.934082,27604100
2011-03-21,3493.142090,3519.866943,3493.142090,3518.845947,3518.708984,17264200
2011-03-22,3518.938965,3530.394043,3497.551025,3517.720947,3517.584229,16468400
2011-03-23,3517.107910,3556.342041,3508.594971,3556.230957,3556.092529,19830900
2011-03-24,3556.512939,3611.923096,3551.417969,3611.641113,3611.500488,35959100
2011-03-25,3611.826904,3639.687012,3591.541992,3607.113037,3606.972656,25886200
2011-03-28,3602.815918,3612.205078,3580.989990,3602.858887,3602.718750,19353400
2011-03-29,3601.916016,3601.916016,3570.402100,3591.514893,3591.375000,30067600
2011-03-30,3591.620117,3641.849121,3591.527100,3640.978027,3640.836182,35240200
2011-03-31,3641.164063,3683.470947,3637.430908,3678.674072,3678.531006,38931700
2011-04-01,3679.045898,3709.376953,3678.287109,3707.487061,3707.343018,28383200
2011-04-04,3707.394043,3729.302002,3681.808105,3700.047119,3699.903076,25418800
2011-04-05,3699.768066,3699.936035,3672.722900,3685.936035,3685.792725,27857400
2011-04-06,3685.843018,3728.166016,3671.180908,3727.798096,3727.653076,35284000
2011-04-07,3729.708008,3741.832031,3704.433105,3730.583008,3730.437744,31305800
2011-04-08,3730.676025,3749.271973,3724.016113,3741.811035,3741.665283,31001200
2011-04-11,3740.867920,3768.019043,3732.278076,3745.837891,3745.692139,26305600
2011-04-12,3745.652100,3745.652100,3701.107910,3719.232910,3719.088135,23409500
2011-04-13,3718.954102,3736.092041,3701.342041,3734.413086,3734.267822,32992700
2011-04-14,3734.597900,3734.597900,3697.433105,3707.979004,3707.834961,27089600
2011-04-15,3707.886963,3733.489990,3706.675049,3730.511963,3730.366699,28619400
2011-04-18,3730.034912,3738.931885,3712.184082,3727.072998,3726.927979,23963800
2011-04-19,3726.886963,3732.788086,3691.292969,3732.649902,3732.504639,27871400
2011-04-20,3732.928955,3794.761963,3732.928955,3794.761963,3794.614258,52085200
2011-04-21,3796.433105,3813.177002,3784.937012,3801.081055,3800.933105,33145900
2011-04-25,3801.358887,3809.804932,3777.426025,3788.540039,3788.392578,23404800
2011-04-26,3787.596924,3790.475098,3743.768066,3774.871094,3774.724121,39664800
2011-04-27,3775.149902,3806.959961,3775.149902,3804.930908,3804.782715,49082500
2011-04-28,3805.023926,3824.068115,3787.855957,3808.928955,3808.780762,38876600
2011-04-29,3807.986084,3822.638916,3796.709961,3819.617920,3819.469238,35713200
2011-05-02,3819.803955,3849.300049,3819.803955,3849.300049,3849.150146,38353900
2011-05-03,3847.389893,3847.389893,3802.694092,3813.867920,3813.719482,46020000
2011-05-04,3813.681885,3815.346924,3783.479004,3814.927979,3814.779541,65293500
2011-05-05,3814.462891,3817.470947,3787.943115,3816.271973,3816.123535,73179300
2011-05-06,3815.993896,3815.993896,3781.345947,3798.553955,3798.406006,47658100
2011-05-09,3798.739014,3803.533936,3777.509033,3785.449951,3785.302734,42060500
2011-05-10,3786.403076,3801.500000,3782.169922,3800.520020,3800.372070,85796300
2011-05-11,3800.613037,3838.424072,3800.613037,3838.142090,3837.992920,71791300
2011-05-12,3837.770996,3837.770996,3795.550049,3808.709961,3808.561768,97490400
2011-05-13,3809.425049,3832.020996,3809.425049,3832.020996,3831.871826,87893600
2011-05-16,3831.927979,3831.927979,3784.261963,3799.226074,3799.078125,47990800
2011-05-18,3800.166992,3845.037109,3800.166992,3840.208984,3840.059570,54670900
2011-05-19,3840.580078,3867.268066,3840.580078,3859.810059,3859.659912,62268900
